Epoch: 78, Train Loss: 0.026714884144760826, Valid Loss: 0.026641370032737862
Epoch: 79, Train Loss: 0.026646675854828234, Valid Loss: 0.026641370032737862
Epoch: 80, Train Loss: 0.026567904609282215, Valid Loss: 0.026641370032737862
Epoch: 81, Train Loss: 0.02653726095132037, Valid Loss: 0.02651429974290694
Epoch: 82, Train Loss: 0.026430468732712063, Valid Loss: 0.02651429974290694
Epoch: 83, Train Loss: 0.026350496852368295, Valid Loss: 0.02651429974290694
Epoch: 84, Train Loss: 0.026327461054766323, Valid Loss: 0.02641531636842527
Epoch: 85, Train Loss: 0.02628600786861068, Valid Loss: 0.02641531636842527
Epoch: 86, Train Loss: 0.026236464818326324, Valid Loss: 0.02641531636842527
Epoch: 87, Train Loss: 0.026191175855638436, Valid Loss: 0.026236044561255292
Epoch: 88, Train Loss: 0.026086753685729352, Valid Loss: 0.026236044561255292
Epoch: 89, Train Loss: 0.02606441975155971, Valid Loss: 0.026236044561255292
Epoch: 90, Train Loss: 0.026001457308448765, Valid Loss: 0.026056288438714683
Epoch: 91, Train Loss: 0.025940218877247262, Valid Loss: 0.026056288438714683
Epoch: 92, Train Loss: 0.025956348848609825, Valid Loss: 0.026056288438714683
Epoch: 93, Train Loss: 0.025911478258463638, Valid Loss: 0.025954214125126145
Epoch: 94, Train Loss: 0.02583711548860235, Valid Loss: 0.025954214125126145
Epoch: 95, Train Loss: 0.02578891299900988, Valid Loss: 0.025954214125126145
Epoch: 96, Train Loss: 0.02578966905711635, Valid Loss: 0.02581735847660614
Epoch: 97, Train Loss: 0.0257187368879371, Valid Loss: 0.02581735847660614
Epoch: 98, Train Loss: 0.025755564525955208, Valid Loss: 0.02581735847660614
Epoch: 99, Train Loss: 0.025652838613731035, Valid Loss: 0.025717649465968422
